device_id,device_type,os_version,app_version
DEV05646,POS,Android 13,v4.3
DEV05647,POS,Android 13,v5.0
DEV05648,iOS,Android 13,v4.1
DEV05649,iOS,iOS 18,v4.3
DEV05650,Web,Android 15,v5.0
DEV05651,Android,macOS,v4.3
DEV05652,Android,macOS,v5.0
DEV05653,POS,Android 14,v5.0
DEV05654,iOS,Android 13,v4.3
DEV05655,Android,Android 13,v4.2
DEV05656,Web,Windows 11,v5.0
DEV05657,iOS,Android 15,v5.1
DEV05658,Android,Android 13,v4.3
DEV05659,Android,Android 14,v4.2
DEV05660,Android,Android 15,v4.1
DEV05661,POS,iOS 17,v5.0
DEV05662,POS,Android 14,v5.0
DEV05663,Android,Android 14,v5.1
DEV05664,Web,iOS 18,v4.2
DEV05665,iOS,iOS 17,v5.0
DEV05666,iOS,iOS 17,v4.2
DEV05667,Android,macOS,v5.0
DEV05668,iOS,Android 15,v4.1
DEV05669,Android,Android 13,v5.1
DEV05670,Android,iOS 17,v4.1
DEV05671,Android,Android 15,v4.1
DEV05672,Android,iOS 17,v4.3
DEV05673,POS,Windows 11,v4.1
DEV05674,POS,Android 14,v5.1
DEV05675,Web,Windows 11,v5.1
DEV05676,Android,iOS 17,v5.0
DEV05677,iOS,Android 13,v4.1
DEV05678,iOS,Android 15,v4.2
DEV05679,Android,Android 13,v4.3
DEV05680,Android,iOS 18,v4.3
DEV05681,iOS,Android 13,v4.3
DEV05682,Android,Android 13,v5.1
DEV05683,Web,Android 15,v5.1
DEV05684,Web,Windows 11,v5.0
DEV05685,Android,Android 14,v4.1
DEV05686,iOS,Windows 11,v5.1
DEV05687,Android,iOS 17,v4.3
DEV05688,Android,iOS 17,v5.1
DEV05689,Android,macOS,v4.1
DEV05690,Web,Android 15,v5.1
DEV05691,Android,Android 15,v4.1
DEV05692,iOS,Windows 11,v5.0
DEV05693,Android,macOS,v5.1
DEV05694,Android,Android 14,v4.1
DEV05695,Android,Android 14,v4.1
DEV05696,iOS,iOS 18,v4.2
DEV05697,iOS,iOS 17,v5.0
DEV05698,Web,iOS 17,v5.1
DEV05699,Android,macOS,v4.2
DEV05700,Android,iOS 18,v5.1
DEV05701,Web,Android 15,v4.3
DEV05702,Android,macOS,v4.3
DEV05703,Android,iOS 17,v4.1
DEV05704,Android,Android 13,v4.2
DEV05705,Web,Android 15,v4.1
DEV05706,iOS,macOS,v4.1
DEV05707,Android,Android 15,v4.1
DEV05708,iOS,Android 14,v4.3
DEV05709,Web,Windows 11,v4.1
DEV05710,Android,macOS,v4.1
DEV05711,Android,iOS 18,v4.1
DEV05712,iOS,Windows 11,v4.1
DEV05713,iOS,Windows 11,v4.2
DEV05714,Android,Android 15,v5.1
DEV05715,iOS,Android 14,v4.2
DEV05716,iOS,Android 13,v5.0
DEV05717,Web,Android 13,v4.2
DEV05718,Android,iOS 17,v5.0
DEV05719,Android,iOS 18,v4.3
DEV05720,iOS,iOS 18,v5.1
DEV05721,iOS,Android 14,v4.1
DEV05722,Android,iOS 17,v5.0
DEV05723,Web,Windows 11,v4.3
DEV05724,iOS,iOS 18,v5.1
DEV05725,Web,iOS 17,v5.0
DEV05726,Android,Android 14,v4.3
DEV05727,Web,iOS 17,v4.1
DEV05728,iOS,macOS,v4.3
DEV05729,Android,Android 15,v4.3
DEV05730,Android,Android 15,v4.1
DEV05731,Android,Android 15,v5.0
DEV05732,iOS,Android 15,v4.3
DEV05733,Android,Android 13,v4.1
DEV05734,POS,Windows 11,v5.0
DEV05735,Web,Android 13,v4.1
DEV05736,Web,iOS 18,v4.2
DEV05737,iOS,Android 13,v5.0
DEV05738,Web,Windows 11,v4.2
DEV05739,Android,macOS,v4.3
DEV05740,iOS,iOS 17,v4.3
DEV05741,Android,iOS 17,v4.3
DEV05742,Android,Android 13,v5.0
DEV05743,Android,iOS 17,v5.1
DEV05744,iOS,Windows 11,v5.0
DEV05745,Android,iOS 18,v5.0
DEV05746,Web,Android 14,v5.1
DEV05747,POS,Android 13,v5.0
DEV05748,Android,Android 15,v4.2
DEV05749,iOS,iOS 17,v5.1
DEV05750,Web,iOS 17,v5.1
DEV05751,Android,Android 14,v4.2
DEV05752,POS,iOS 18,v5.1
DEV05753,Web,macOS,v5.1
DEV05754,Android,iOS 17,v4.2
DEV05755,Android,Android 15,v4.1
DEV05756,POS,Android 14,v4.1
DEV05757,POS,macOS,v4.1
DEV05758,Android,iOS 17,v4.2
DEV05759,Android,Windows 11,v4.3
DEV05760,iOS,Windows 11,v5.0
DEV05761,Android,Android 15,v5.1
DEV05762,POS,macOS,v4.2
DEV05763,Web,Windows 11,v5.0
DEV05764,iOS,iOS 17,v4.2
DEV05765,Android,Android 15,v5.1
DEV05766,Web,Windows 11,v4.3
DEV05767,Android,macOS,v4.2
DEV05768,Android,Android 14,v5.0
DEV05769,iOS,macOS,v5.0
DEV05770,iOS,macOS,v5.1
DEV05771,Web,iOS 18,v4.1
DEV05772,Web,Android 13,v5.1
DEV05773,Android,Windows 11,v5.1
DEV05774,iOS,Android 13,v4.1
DEV05775,iOS,iOS 18,v4.3
DEV05776,Android,iOS 17,v4.2
DEV05777,Web,Android 14,v5.0
DEV05778,iOS,Android 15,v4.2
DEV05779,POS,macOS,v4.2
DEV05780,iOS,Android 14,v5.0
DEV05781,Android,iOS 18,v4.1
DEV05782,Android,iOS 17,v5.0
DEV05783,Android,iOS 17,v4.1
DEV05784,Android,macOS,v4.1
DEV05785,Android,iOS 18,v5.1
DEV05786,Android,Android 14,v4.3
DEV05787,POS,Android 13,v5.1
DEV05788,Android,Android 14,v4.3
DEV05789,iOS,Windows 11,v4.1
DEV05790,Android,iOS 17,v5.1
DEV05791,Android,iOS 17,v4.2
DEV05792,Android,macOS,v5.0
DEV05793,Android,Windows 11,v5.0
DEV05794,iOS,macOS,v5.0
DEV05795,iOS,Windows 11,v4.3
DEV05796,iOS,macOS,v5.0
DEV05797,iOS,iOS 18,v4.3
DEV05798,Web,Android 14,v4.3
DEV05799,Web,Android 13,v4.3
DEV05800,Web,Android 14,v4.2
DEV05801,Android,Windows 11,v4.1
DEV05802,POS,iOS 17,v4.2
DEV05803,POS,Android 14,v4.1
DEV05804,Web,iOS 17,v4.2
DEV05805,iOS,iOS 17,v4.3
DEV05806,Android,Android 15,v4.1
DEV05807,Web,macOS,v5.0
DEV05808,Web,Android 13,v4.2
DEV05809,iOS,iOS 18,v4.1
DEV05810,iOS,Windows 11,v5.0
DEV05811,Android,Android 13,v5.1
DEV05812,Android,Android 14,v4.3
DEV05813,Web,Windows 11,v4.2
DEV05814,Android,Windows 11,v4.2
DEV05815,iOS,Android 15,v5.1
DEV05816,Web,iOS 17,v4.1
DEV05817,Android,Android 13,v4.2
DEV05818,Android,iOS 17,v4.2
DEV05819,Web,iOS 17,v4.2
DEV05820,Android,Android 15,v4.2
DEV05821,Android,Windows 11,v5.1
DEV05822,Web,Windows 11,v4.3
DEV05823,Web,macOS,v4.2
DEV05824,Web,Android 13,v5.1
DEV05825,iOS,Android 15,v5.0
DEV05826,iOS,macOS,v4.2
DEV05827,Web,iOS 17,v4.1
DEV05828,iOS,Android 13,v5.1
DEV05829,iOS,Windows 11,v4.1
DEV05830,iOS,iOS 17,v4.3
DEV05831,Android,iOS 17,v5.0
DEV05832,iOS,Android 13,v4.1
DEV05833,Android,iOS 18,v4.2
DEV05834,Android,Android 15,v5.1
DEV05835,POS,Android 14,v5.0
DEV05836,Android,Windows 11,v5.1
DEV05837,Android,iOS 17,v5.0
DEV05838,Android,Windows 11,v4.1
DEV05839,iOS,Android 15,v4.3
DEV05840,POS,Android 15,v5.1
DEV05841,Web,Android 13,v4.2
DEV05842,Web,Android 13,v5.1
DEV05843,Web,macOS,v4.3
DEV05844,POS,Android 13,v4.1
DEV05845,Android,Android 15,v4.2
DEV05846,iOS,Android 13,v4.2
DEV05847,Android,Android 14,v4.1
DEV05848,Android,Android 15,v5.1
DEV05849,iOS,Android 13,v4.2
DEV05850,Android,macOS,v5.1
DEV05851,iOS,iOS 17,v5.1
DEV05852,Android,Android 15,v4.1
DEV05853,Android,iOS 18,v4.3
DEV05854,Android,iOS 18,v4.3
DEV05855,Web,Android 15,v5.1
DEV05856,iOS,Android 15,v4.1
DEV05857,POS,iOS 18,v4.3
DEV05858,Web,iOS 17,v5.1
DEV05859,iOS,iOS 17,v4.2
DEV05860,Android,iOS 17,v4.2
DEV05861,iOS,Android 14,v5.0
DEV05862,Web,Windows 11,v5.0
DEV05863,iOS,Windows 11,v5.0
DEV05864,Android,macOS,v4.3
DEV05865,iOS,Android 14,v4.2
DEV05866,Android,macOS,v4.2
DEV05867,POS,iOS 17,v4.3
DEV05868,iOS,iOS 18,v4.2
DEV05869,Android,Android 14,v4.2
DEV05870,Android,Android 13,v5.1
DEV05871,Web,Windows 11,v4.2
DEV05872,Web,Android 14,v5.1
DEV05873,iOS,iOS 18,v5.0
DEV05874,iOS,iOS 18,v4.1
DEV05875,iOS,Android 15,v5.1
DEV05876,Android,iOS 18,v4.2
DEV05877,POS,macOS,v5.0
DEV05878,iOS,iOS 17,v4.1
DEV05879,Android,macOS,v4.1
DEV05880,Android,iOS 18,v5.0
DEV05881,Android,Android 14,v5.0
DEV05882,Android,Android 14,v4.1
DEV05883,iOS,Android 14,v4.1
DEV05884,Android,iOS 18,v4.2
DEV05885,Web,iOS 17,v5.1
DEV05886,iOS,Windows 11,v5.1
DEV05887,Android,iOS 17,v4.1
DEV05888,Android,Android 15,v4.1
DEV05889,iOS,Android 13,v4.3
DEV05890,Android,iOS 17,v4.1
DEV05891,Android,macOS,v5.1
DEV05892,Android,Windows 11,v4.2
DEV05893,Android,Windows 11,v4.3
DEV05894,Android,Android 14,v5.1
DEV05895,Android,Android 15,v4.2
DEV05896,Web,Windows 11,v4.3
DEV05897,Android,iOS 17,v4.3
DEV05898,iOS,iOS 17,v4.3
DEV05899,Android,macOS,v4.3
DEV05900,Android,Android 13,v4.3
DEV05901,Web,Android 13,v4.3
DEV05902,Android,Android 13,v5.0
DEV05903,Android,iOS 17,v4.2
DEV05904,iOS,Windows 11,v5.1
DEV05905,Android,macOS,v4.1
DEV05906,iOS,iOS 17,v5.1
DEV05907,Android,Android 14,v5.0
DEV05908,Android,iOS 18,v5.0
DEV05909,Android,Android 13,v4.3
DEV05910,POS,Android 14,v5.0
DEV05911,iOS,Android 14,v5.1
DEV05912,iOS,Windows 11,v5.0
DEV05913,iOS,Android 15,v5.1
DEV05914,Web,Android 14,v4.3
DEV05915,iOS,Android 13,v4.3
DEV05916,Web,iOS 18,v5.0
DEV05917,iOS,macOS,v4.1
DEV05918,Android,Android 14,v4.3
DEV05919,Web,macOS,v4.2
DEV05920,Web,iOS 17,v4.2
DEV05921,Android,iOS 17,v4.3
DEV05922,iOS,Android 14,v5.0
DEV05923,Web,Android 13,v4.3
DEV05924,Android,Windows 11,v5.0
DEV05925,POS,Windows 11,v5.1
DEV05926,iOS,iOS 18,v4.1
DEV05927,iOS,iOS 18,v4.1
DEV05928,Android,Android 13,v5.1
DEV05929,Android,iOS 17,v5.1
DEV05930,Android,iOS 17,v5.1
DEV05931,Android,Windows 11,v4.1
DEV05932,iOS,macOS,v4.3
DEV05933,Web,Windows 11,v4.2
DEV05934,iOS,Android 15,v5.0
DEV05935,Android,Android 14,v4.2
DEV05936,Android,Windows 11,v5.0
DEV05937,iOS,Android 14,v4.1
DEV05938,Android,Windows 11,v4.3
DEV05939,POS,macOS,v4.2
DEV05940,Web,iOS 17,v5.1
DEV05941,Web,Android 14,v5.1
DEV05942,Android,Android 13,v5.1
DEV05943,Web,iOS 18,v4.2
DEV05944,Android,Windows 11,v4.3
DEV05945,iOS,Android 15,v4.3
DEV05946,iOS,Android 13,v5.1
DEV05947,iOS,Android 13,v4.2
DEV05948,Android,Android 13,v5.1
DEV05949,iOS,Android 14,v5.0
DEV05950,Android,iOS 18,v5.0
DEV05951,Android,macOS,v4.2
DEV05952,iOS,macOS,v5.0
DEV05953,POS,Android 15,v4.1
DEV05954,Web,iOS 17,v4.1
DEV05955,iOS,Android 13,v4.1
DEV05956,Android,Android 13,v5.0
DEV05957,Android,macOS,v4.3
DEV05958,Android,Android 13,v4.1
DEV05959,POS,iOS 17,v5.1
DEV05960,Android,macOS,v4.3
DEV05961,Web,Windows 11,v4.2
DEV05962,Web,Android 14,v5.0
DEV05963,iOS,Android 14,v5.1
DEV05964,POS,iOS 18,v4.2
DEV05965,Android,Android 14,v5.0
DEV05966,iOS,Android 14,v5.0
DEV05967,Web,Android 15,v5.1
DEV05968,iOS,Android 15,v5.0
DEV05969,Android,macOS,v5.0
DEV05970,Android,Android 14,v5.0
DEV05971,Web,Android 15,v4.3
DEV05972,Android,Windows 11,v4.1
DEV05973,POS,iOS 18,v5.1
DEV05974,Android,Android 14,v4.3
DEV05975,iOS,Android 15,v5.1
DEV05976,iOS,iOS 17,v4.3
DEV05977,iOS,Android 15,v5.0
DEV05978,iOS,Android 15,v5.0
DEV05979,Web,macOS,v4.3
DEV05980,iOS,iOS 17,v5.0
DEV05981,Web,iOS 18,v4.1
DEV05982,Android,iOS 17,v5.1
DEV05983,Android,iOS 18,v5.0
DEV05984,Android,Windows 11,v4.2
DEV05985,Android,macOS,v4.3
DEV05986,iOS,iOS 17,v4.3
DEV05987,iOS,iOS 18,v5.0
DEV05988,Web,iOS 18,v4.3
DEV05989,Android,Android 13,v4.2
DEV05990,Android,macOS,v4.3
DEV05991,Web,Android 13,v4.2
DEV05992,POS,Android 15,v4.3
DEV05993,POS,iOS 17,v4.3
DEV05994,Web,iOS 18,v4.2
DEV05995,Web,Android 13,v5.1
DEV05996,POS,Android 15,v4.1
DEV05997,Web,Android 15,v4.2
DEV05998,POS,Android 15,v4.1
DEV05999,Android,Android 13,v4.3
DEV06000,POS,Windows 11,v5.1
DEV06001,iOS,Android 14,v4.2
DEV06002,Android,macOS,v5.1
DEV06003,Android,macOS,v4.2
DEV06004,Web,Windows 11,v5.0
DEV06005,iOS,Windows 11,v4.2
DEV06006,POS,Android 15,v4.1
DEV06007,Android,macOS,v5.0
DEV06008,Android,macOS,v4.3
DEV06009,Android,Android 14,v4.2
DEV06010,iOS,Android 14,v4.1
DEV06011,iOS,Android 14,v4.3
DEV06012,iOS,Android 15,v4.1
DEV06013,Android,iOS 18,v4.3
DEV06014,Android,Android 14,v4.2
DEV06015,Android,Android 13,v5.1
DEV06016,Web,Android 13,v4.3
DEV06017,Android,Android 14,v5.1
DEV06018,Android,Android 14,v4.3
DEV06019,iOS,Android 14,v5.1
DEV06020,Web,macOS,v4.2
DEV06021,Android,Android 13,v4.1
DEV06022,Android,iOS 17,v4.2
DEV06023,Web,iOS 18,v4.3
DEV06024,POS,iOS 17,v5.0
DEV06025,iOS,Android 13,v4.1
DEV06026,Android,Android 13,v5.1
DEV06027,iOS,Android 15,v4.1
DEV06028,POS,iOS 17,v4.1
DEV06029,iOS,Android 14,v4.2
DEV06030,Android,Windows 11,v4.3
DEV06031,Android,macOS,v4.2
DEV06032,POS,Android 14,v4.3
DEV06033,Web,Android 13,v5.0
DEV06034,Web,Android 15,v4.2
DEV06035,Android,iOS 17,v5.0
DEV06036,iOS,Android 15,v4.3
DEV06037,Android,iOS 18,v4.1
DEV06038,Android,Android 15,v5.0
DEV06039,Web,iOS 18,v5.0
DEV06040,Android,macOS,v4.3
DEV06041,Android,iOS 17,v4.3
DEV06042,POS,Android 14,v4.2
DEV06043,Android,iOS 18,v4.2
DEV06044,Web,Android 14,v4.3
DEV06045,iOS,macOS,v5.0
DEV06046,POS,macOS,v5.1
DEV06047,Web,Android 15,v4.2
DEV06048,Web,Android 15,v4.3
DEV06049,Android,macOS,v5.1
DEV06050,iOS,iOS 17,v5.1
DEV06051,POS,Android 14,v5.1
DEV06052,Android,iOS 17,v5.1
DEV06053,Web,iOS 18,v4.1
DEV06054,Android,Android 15,v4.2
DEV06055,Android,Android 15,v5.1
DEV06056,Android,Android 15,v5.1
DEV06057,Android,Windows 11,v4.3
DEV06058,POS,Android 15,v4.3
DEV06059,Web,macOS,v4.1
DEV06060,iOS,Android 15,v5.1
DEV06061,Web,iOS 18,v4.1
DEV06062,iOS,iOS 18,v4.3
DEV06063,Web,macOS,v4.2
DEV06064,Web,iOS 17,v5.0
DEV06065,Android,Android 13,v5.0
DEV06066,iOS,Android 15,v4.1
DEV06067,iOS,Android 15,v4.3
DEV06068,POS,Android 13,v5.0
DEV06069,Web,iOS 17,v5.1
DEV06070,Web,iOS 18,v4.2
DEV06071,Web,Android 15,v4.3
DEV06072,iOS,iOS 17,v4.1
DEV06073,Web,Android 13,v4.3
DEV06074,Android,iOS 18,v4.2
DEV06075,Android,iOS 18,v4.3
DEV06076,Web,iOS 17,v4.1
DEV06077,Android,Android 14,v5.1
DEV06078,Android,Android 14,v4.3
DEV06079,iOS,Windows 11,v4.1
DEV06080,Android,Windows 11,v5.1
DEV06081,POS,Android 14,v5.0
DEV06082,POS,macOS,v4.3
DEV06083,iOS,Android 13,v5.1
DEV06084,iOS,Android 14,v5.0
DEV06085,Web,iOS 17,v4.3
DEV06086,iOS,iOS 18,v4.3
DEV06087,Android,iOS 17,v4.2
DEV06088,Web,iOS 17,v4.3
DEV06089,Web,Android 15,v4.3
DEV06090,Android,Android 13,v5.1
DEV06091,Web,iOS 18,v4.1
DEV06092,iOS,Android 15,v4.2
DEV06093,Android,macOS,v4.3
DEV06094,iOS,Android 13,v5.1
DEV06095,Android,iOS 18,v5.1
DEV06096,Android,Android 15,v4.1
DEV06097,Web,Windows 11,v5.0
DEV06098,POS,Android 14,v4.3
DEV06099,Android,iOS 17,v5.0
DEV06100,POS,Windows 11,v4.1
DEV06101,Android,Android 14,v5.1
DEV06102,Android,iOS 18,v5.0
DEV06103,Android,Windows 11,v4.1
DEV06104,Android,Windows 11,v5.0
DEV06105,Android,Android 15,v5.1
DEV06106,POS,Android 15,v4.3
DEV06107,Android,Android 15,v4.2
DEV06108,Android,iOS 17,v5.1
DEV06109,Web,Android 15,v5.0
DEV06110,Android,Android 13,v4.3
DEV06111,Web,Android 13,v4.2
DEV06112,iOS,Android 13,v4.1
DEV06113,Android,Windows 11,v4.3
DEV06114,Web,Android 14,v5.1
DEV06115,Android,iOS 18,v5.0
DEV06116,Android,Android 14,v4.2
DEV06117,Android,Windows 11,v4.3
DEV06118,iOS,Android 14,v4.2
DEV06119,iOS,iOS 17,v4.2
DEV06120,iOS,Windows 11,v4.3
DEV06121,iOS,Android 14,v5.0
DEV06122,iOS,iOS 17,v4.1
DEV06123,Android,macOS,v4.3
DEV06124,POS,Android 13,v4.1
DEV06125,POS,Android 13,v4.2
DEV06126,iOS,Android 14,v4.2
DEV06127,Android,Android 14,v5.0
DEV06128,iOS,macOS,v4.3
DEV06129,Android,Android 13,v4.3
DEV06130,iOS,macOS,v5.1
DEV06131,Android,Android 15,v5.0
DEV06132,Web,Android 13,v4.3
DEV06133,Android,macOS,v4.2
DEV06134,POS,Android 15,v5.0
DEV06135,Android,Android 13,v5.1
DEV06136,iOS,iOS 18,v5.1
DEV06137,POS,iOS 17,v4.2
DEV06138,Android,iOS 17,v4.3
DEV06139,POS,iOS 18,v4.2
DEV06140,Android,Android 15,v5.1
DEV06141,POS,Android 14,v5.0
DEV06142,POS,Android 14,v4.3
DEV06143,Android,iOS 17,v4.2
DEV06144,Web,Android 14,v4.3
DEV06145,Android,Android 15,v5.0
DEV06146,Android,macOS,v5.1
DEV06147,Android,Android 14,v4.2
DEV06148,Android,Android 13,v5.1
DEV06149,iOS,iOS 18,v4.2
DEV06150,iOS,iOS 17,v4.3
DEV06151,Web,macOS,v4.1
DEV06152,Android,Android 14,v4.2
DEV06153,POS,macOS,v4.2
DEV06154,Android,Android 15,v5.1
DEV06155,Android,Android 14,v4.1
DEV06156,Web,macOS,v4.1
DEV06157,Web,iOS 18,v4.1
DEV06158,Web,Android 13,v4.1
DEV06159,iOS,Windows 11,v5.0
DEV06160,Android,iOS 17,v4.3
DEV06161,Android,iOS 17,v4.2
DEV06162,iOS,Android 15,v4.3
DEV06163,iOS,Android 13,v4.3
DEV06164,Android,Android 14,v4.3
DEV06165,iOS,Android 14,v4.3
DEV06166,Web,Windows 11,v5.0
DEV06167,Web,macOS,v5.1
DEV06168,Android,Windows 11,v5.0
DEV06169,iOS,macOS,v4.2
DEV06170,Android,Windows 11,v4.1
DEV06171,Android,Android 15,v5.1
DEV06172,Web,Android 13,v4.2
DEV06173,Web,Android 15,v4.1
DEV06174,Web,iOS 18,v5.0
DEV06175,Android,iOS 18,v4.3
DEV06176,POS,Android 14,v4.2
DEV06177,Android,iOS 18,v4.3
DEV06178,Web,Android 15,v4.3
DEV06179,Android,iOS 17,v4.3
DEV06180,Android,iOS 18,v5.1
DEV06181,Android,macOS,v4.1
DEV06182,Android,Android 15,v4.3
DEV06183,iOS,iOS 17,v4.2
DEV06184,POS,macOS,v5.1
DEV06185,Android,iOS 17,v4.1
DEV06186,iOS,Windows 11,v4.2
DEV06187,Web,macOS,v5.1
DEV06188,iOS,Windows 11,v5.1
DEV06189,Android,iOS 18,v4.1
DEV06190,POS,Android 13,v4.3
DEV06191,Android,Windows 11,v4.2
DEV06192,iOS,iOS 18,v5.0
DEV06193,Web,iOS 18,v4.3
DEV06194,Android,Android 13,v5.0
DEV06195,Web,iOS 18,v4.2
DEV06196,Android,Android 15,v5.0
DEV06197,Android,Android 13,v5.0
DEV06198,Android,Android 15,v4.1
DEV06199,POS,iOS 17,v4.1
DEV06200,Web,Android 13,v4.1
DEV06201,Android,iOS 17,v5.0
DEV06202,Android,Windows 11,v5.0
DEV06203,Android,Android 14,v5.1
DEV06204,iOS,macOS,v5.1
DEV06205,Web,Android 14,v4.1
DEV06206,POS,Android 15,v5.1
DEV06207,Web,iOS 17,v4.3
DEV06208,iOS,iOS 17,v5.1
DEV06209,Android,Android 13,v5.1
DEV06210,Android,Android 14,v4.3
DEV06211,iOS,Android 15,v4.3
DEV06212,iOS,Android 15,v4.2
DEV06213,Web,Android 13,v5.0
DEV06214,Android,Android 13,v5.0
DEV06215,Android,Windows 11,v4.1
DEV06216,Android,Android 15,v4.2
DEV06217,POS,Android 13,v4.2
DEV06218,Web,Windows 11,v4.2
DEV06219,Android,iOS 17,v4.2
DEV06220,Web,Android 15,v5.1
DEV06221,iOS,iOS 18,v4.2
DEV06222,Android,Android 14,v4.1
DEV06223,Android,Android 14,v5.0
DEV06224,iOS,iOS 18,v4.2
DEV06225,iOS,iOS 18,v5.0
DEV06226,iOS,macOS,v4.3
DEV06227,iOS,iOS 17,v4.1
DEV06228,Android,Android 15,v4.3
DEV06229,Android,Android 13,v4.2
DEV06230,Web,Android 14,v5.1
DEV06231,iOS,iOS 18,v5.1
DEV06232,iOS,macOS,v4.1
DEV06233,Android,Android 15,v4.2
DEV06234,Android,Android 13,v4.2
DEV06235,Android,macOS,v4.2
DEV06236,Android,Android 14,v4.2
DEV06237,iOS,Android 15,v4.1
DEV06238,Web,Android 14,v4.1
DEV06239,Android,iOS 17,v4.1
DEV06240,Web,macOS,v5.1
DEV06241,Web,Android 14,v4.2
DEV06242,Android,iOS 17,v4.3
DEV06243,iOS,iOS 17,v5.0
DEV06244,Android,iOS 17,v4.1
DEV06245,iOS,Android 13,v4.1
DEV06246,Android,Windows 11,v5.1
DEV06247,Android,Android 13,v5.1
DEV06248,iOS,iOS 17,v5.0
DEV06249,Android,Android 15,v5.1
DEV06250,Android,Windows 11,v4.1
DEV06251,Android,Windows 11,v4.2
DEV06252,iOS,iOS 17,v4.2
DEV06253,Web,macOS,v5.1
DEV06254,Android,Android 15,v5.0
DEV06255,Android,Android 14,v4.2
DEV06256,iOS,Android 13,v4.1
DEV06257,Android,Android 15,v4.2
DEV06258,iOS,Windows 11,v5.0
DEV06259,Android,Android 15,v5.1
DEV06260,Web,Android 15,v4.3
DEV06261,iOS,iOS 18,v4.2
DEV06262,Android,Android 13,v4.1
DEV06263,iOS,iOS 18,v5.0
DEV06264,iOS,Android 14,v4.2
DEV06265,Android,Android 15,v4.3
DEV06266,Android,Android 13,v5.1
DEV06267,Android,Windows 11,v4.2
DEV06268,Android,Android 13,v5.0
DEV06269,Android,Android 13,v4.2
DEV06270,iOS,Android 15,v5.1
DEV06271,Web,Windows 11,v5.0
DEV06272,Web,iOS 17,v4.3
DEV06273,iOS,macOS,v4.1
DEV06274,Web,iOS 17,v5.1
DEV06275,iOS,iOS 17,v4.2
DEV06276,POS,iOS 18,v4.3
DEV06277,Android,Android 15,v5.0
DEV06278,Android,Android 14,v5.0
DEV06279,Android,iOS 18,v5.0
DEV06280,iOS,Android 13,v4.2
DEV06281,Android,iOS 17,v5.1
DEV06282,Android,Android 13,v4.3
DEV06283,iOS,iOS 18,v5.0
DEV06284,POS,Windows 11,v4.1
DEV06285,POS,iOS 17,v5.1
DEV06286,Web,Android 15,v4.3
DEV06287,Android,iOS 17,v4.3
DEV06288,Web,iOS 17,v5.0
DEV06289,Web,Windows 11,v4.1
DEV06290,POS,iOS 17,v5.0
DEV06291,iOS,iOS 18,v5.1
DEV06292,Android,iOS 17,v4.2
DEV06293,Android,Windows 11,v5.1
DEV06294,POS,iOS 18,v4.1
DEV06295,Android,Android 13,v4.2
DEV06296,Android,Android 15,v4.3
DEV06297,iOS,iOS 17,v5.0
DEV06298,Android,iOS 18,v5.1
DEV06299,POS,iOS 17,v5.0
DEV06300,Android,iOS 17,v5.1
DEV06301,Android,Windows 11,v5.0
DEV06302,POS,iOS 17,v4.2
DEV06303,Android,Android 14,v5.0
DEV06304,Web,Android 15,v4.1
DEV06305,iOS,Android 15,v4.1
DEV06306,iOS,iOS 18,v5.0
DEV06307,Android,Android 13,v4.3
DEV06308,iOS,Android 13,v4.1
DEV06309,Android,Android 13,v5.1
DEV06310,POS,iOS 17,v5.0
DEV06311,Android,Windows 11,v5.0
DEV06312,Android,iOS 18,v4.1
DEV06313,Web,macOS,v4.3
DEV06314,iOS,iOS 17,v5.1
DEV06315,iOS,Windows 11,v4.1
DEV06316,iOS,Android 14,v4.1
DEV06317,Android,iOS 18,v4.2
DEV06318,Android,iOS 18,v4.1
DEV06319,POS,Windows 11,v5.1
DEV06320,Android,macOS,v4.2
DEV06321,Android,iOS 18,v4.3
DEV06322,Web,Windows 11,v4.3
DEV06323,Android,Android 14,v4.1
DEV06324,Web,iOS 18,v5.1
DEV06325,iOS,macOS,v4.3
DEV06326,Web,Windows 11,v5.1
DEV06327,Android,Windows 11,v5.1
DEV06328,Android,Android 14,v4.2
DEV06329,Web,Android 13,v4.1
DEV06330,Android,Windows 11,v5.1
DEV06331,Android,Windows 11,v5.1
DEV06332,Web,iOS 18,v5.1
DEV06333,iOS,iOS 17,v4.1
DEV06334,iOS,Android 15,v4.2
DEV06335,Android,Android 14,v5.1
DEV06336,Web,Android 13,v5.0
DEV06337,Android,macOS,v4.2
DEV06338,POS,Android 13,v4.1
DEV06339,Android,Android 15,v4.3
DEV06340,Web,iOS 18,v5.1
DEV06341,Android,macOS,v5.0
DEV06342,Android,iOS 17,v4.3
DEV06343,Android,Android 15,v4.3
DEV06344,Android,iOS 18,v5.1
DEV06345,Android,Windows 11,v5.1
DEV06346,Android,macOS,v4.3
DEV06347,Web,iOS 18,v5.0
DEV06348,Android,Android 14,v4.2
DEV06349,POS,iOS 17,v5.1
DEV06350,Android,iOS 17,v5.1
DEV06351,iOS,Android 14,v4.1
DEV06352,Web,iOS 18,v5.1
DEV06353,POS,iOS 18,v4.1
DEV06354,Android,macOS,v4.3
DEV06355,Web,iOS 17,v5.0
DEV06356,Android,iOS 17,v4.1
DEV06357,Android,iOS 17,v4.1
DEV06358,Web,iOS 17,v4.2
DEV06359,Android,iOS 18,v4.3
